wo 16 okt 2019 4:30:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 1 Bezet , 108 Offline
wo 16 okt 2019 4:45:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 1 Bezet , 107 Offline
wo 16 okt 2019 5:00:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 2 Bezet , 107 Offline
wo 16 okt 2019 5:15:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 2 Bezet , 107 Offline
wo 16 okt 2019 5:30:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 2 Bezet , 107 Offline
wo 16 okt 2019 5:45:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 2 Bezet , 107 Offline
wo 16 okt 2019 6:00:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 2 Bezet , 105 Offline
wo 16 okt 2019 6:15:01 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 2 Bezet , 105 Offline
wo 16 okt 2019 6:30:02 CEST , 3 Beschikbaar , 0 Bellers , 2 Chatters , 1 Beiden , 2 Bezet , 104 Offline
wo 16 okt 2019 6:45:01 CEST , 3 Beschikbaar , 0 Bellers , 3 Chatters , 0 Beiden , 2 Bezet , 104 Offline
wo 16 okt 2019 7:00:02 CEST , 5 Beschikbaar , 1 Bellers , 3 Chatters , 1 Beiden , 1 Bezet , 103 Offline
wo 16 okt 2019 7:15:01 CEST , 4 Beschikbaar , 1 Bellers , 2 Chatters , 1 Beiden , 1 Bezet , 104 Offline
wo 16 okt 2019 7:30:02 CEST , 4 Beschikbaar , 1 Bellers , 2 Chatters , 1 Beiden , 1 Bezet , 104 Offline
wo 16 okt 2019 7:45:01 CEST , 2 Beschikbaar , 1 Bellers , 1 Chatters , 0 Beiden , 2 Bezet , 105 Offline
wo 16 okt 2019 8:00:01 CEST , 6 Beschikbaar , 1 Bellers , 4 Chatters , 1 Beiden , 1 Bezet , 102 Offline
wo 16 okt 2019 8:15:02 CEST , 7 Beschikbaar , 2 Bellers , 5 Chatters , 0 Beiden , 2 Bezet , 100 Offline
wo 16 okt 2019 8:30:01 CEST , 7 Beschikbaar , 1 Bellers , 5 Chatters , 1 Beiden , 3 Bezet , 99 Offline
wo 16 okt 2019 8:45:10 CEST , 7 Beschikbaar , 2 Bellers , 4 Chatters , 1 Beiden , 4 Bezet , 98 Offline
wo 16 okt 2019 9:00:06 CEST , 10 Beschikbaar , 3 Bellers , 4 Chatters , 3 Beiden , 7 Bezet , 92 Offline
wo 16 okt 2019 9:15:01 CEST , 13 Beschikbaar , 3 Bellers , 6 Chatters , 4 Beiden , 5 Bezet , 91 Offline
wo 16 okt 2019 9:30:02 CEST , 11 Beschikbaar , 1 Bellers , 7 Chatters , 3 Beiden , 6 Bezet , 92 Offline
wo 16 okt 2019 9:45:02 CEST , 10 Beschikbaar , 2 Bellers , 6 Chatters , 2 Beiden , 2 Bezet , 97 Offline
wo 16 okt 2019 10:00:02 CEST , 8 Beschikbaar , 2 Bellers , 5 Chatters , 1 Beiden , 5 Bezet , 96 Offline
wo 16 okt 2019 10:15:01 CEST , 10 Beschikbaar , 2 Bellers , 6 Chatters , 2 Beiden , 7 Bezet , 92 Offline
wo 16 okt 2019 10:30:02 CEST , 11 Beschikbaar , 2 Bellers , 7 Chatters , 2 Beiden , 5 Bezet , 93 Offline
wo 16 okt 2019 10:45:02 CEST , 11 Beschikbaar , 3 Bellers , 7 Chatters , 1 Beiden , 6 Bezet , 92 Offline
wo 16 okt 2019 11:00:01 CEST , 13 Beschikbaar , 4 Bellers , 6 Chatters , 3 Beiden , 5 Bezet , 91 Offline
wo 16 okt 2019 11:15:03 CEST , 14 Beschikbaar , 5 Bellers , 7 Chatters , 2 Beiden , 5 Bezet , 90 Offline
wo 16 okt 2019 11:30:06 CEST , 13 Beschikbaar , 6 Bellers , 4 Chatters , 3 Beiden , 2 Bezet , 94 Offline
wo 16 okt 2019 11:45:02 CEST , 11 Beschikbaar , 6 Bellers , 4 Chatters , 1 Beiden , 5 Bezet , 93 Offline
wo 16 okt 2019 12:00:02 CEST , 12 Beschikbaar , 6 Bellers , 3 Chatters , 3 Beiden , 4 Bezet , 93 Offline
wo 16 okt 2019 12:15:02 CEST , 13 Beschikbaar , 6 Bellers , 5 Chatters , 2 Beiden , 3 Bezet , 93 Offline
wo 16 okt 2019 12:30:02 CEST , 13 Beschikbaar , 6 Bellers , 5 Chatters , 2 Beiden , 3 Bezet , 93 Offline
wo 16 okt 2019 12:45:02 CEST , 9 Beschikbaar , 5 Bellers , 1 Chatters , 3 Beiden , 4 Bezet , 96 Offline
wo 16 okt 2019 13:00:02 CEST , 10 Beschikbaar , 4 Bellers , 2 Chatters , 4 Beiden , 5 Bezet , 94 Offline
wo 16 okt 2019 13:15:01 CEST , 13 Beschikbaar , 6 Bellers , 4 Chatters , 3 Beiden , 3 Bezet , 93 Offline
wo 16 okt 2019 13:30:02 CEST , 13 Beschikbaar , 6 Bellers , 4 Chatters , 3 Beiden , 4 Bezet , 92 Offline
wo 16 okt 2019 13:45:02 CEST , 18 Beschikbaar , 7 Bellers , 5 Chatters , 6 Beiden , 3 Bezet , 88 Offline
wo 16 okt 2019 14:00:01 CEST , 16 Beschikbaar , 7 Bellers , 4 Chatters , 5 Beiden , 5 Bezet , 88 Offline
wo 16 okt 2019 14:15:02 CEST , 15 Beschikbaar , 7 Bellers , 5 Chatters , 3 Beiden , 5 Bezet , 89 Offline
wo 16 okt 2019 14:30:02 CEST , 15 Beschikbaar , 6 Bellers , 3 Chatters , 6 Beiden , 3 Bezet , 91 Offline
wo 16 okt 2019 14:45:01 CEST , 13 Beschikbaar , 7 Bellers , 1 Chatters , 5 Beiden , 5 Bezet , 91 Offline
wo 16 okt 2019 15:00:02 CEST , 16 Beschikbaar , 8 Bellers , 4 Chatters , 4 Beiden , 3 Bezet , 90 Offline
wo 16 okt 2019 15:15:01 CEST , 17 Beschikbaar , 6 Bellers , 6 Chatters , 5 Beiden , 1 Bezet , 91 Offline
wo 16 okt 2019 15:30:02 CEST , 15 Beschikbaar , 6 Bellers , 5 Chatters , 4 Beiden , 3 Bezet , 91 Offline
wo 16 okt 2019 15:45:02 CEST , 15 Beschikbaar , 4 Bellers , 7 Chatters , 4 Beiden , 3 Bezet , 91 Offline
wo 16 okt 2019 16:00:01 CEST , 14 Beschikbaar , 5 Bellers , 7 Chatters , 2 Beiden , 3 Bezet , 91 Offline
wo 16 okt 2019 16:15:02 CEST , 12 Beschikbaar , 5 Bellers , 5 Chatters , 2 Beiden , 5 Bezet , 91 Offline
wo 16 okt 2019 16:30:01 CEST , 13 Beschikbaar , 6 Bellers , 4 Chatters , 3 Beiden , 5 Bezet , 90 Offline
wo 16 okt 2019 16:45:02 CEST , 9 Beschikbaar , 2 Bellers , 3 Chatters , 4 Beiden , 6 Bezet , 93 Offline
wo 16 okt 2019 17:00:01 CEST , 9 Beschikbaar , 3 Bellers , 5 Chatters , 1 Beiden , 6 Bezet , 93 Offline
wo 16 okt 2019 17:15:02 CEST , 10 Beschikbaar , 5 Bellers , 4 Chatters , 1 Beiden , 6 Bezet , 92 Offline
wo 16 okt 2019 17:30:02 CEST , 8 Beschikbaar , 3 Bellers , 4 Chatters , 1 Beiden , 3 Bezet , 97 Offline
wo 16 okt 2019 17:45:02 CEST , 9 Beschikbaar , 4 Bellers , 5 Chatters , 0 Beiden , 2 Bezet , 97 Offline
wo 16 okt 2019 18:00:01 CEST , 8 Beschikbaar , 5 Bellers , 3 Chatters , 0 Beiden , 3 Bezet , 97 Offline
wo 16 okt 2019 18:15:02 CEST , 11 Beschikbaar , 4 Bellers , 5 Chatters , 2 Beiden , 3 Bezet , 94 Offline
wo 16 okt 2019 18:30:01 CEST , 10 Beschikbaar , 5 Bellers , 4 Chatters , 1 Beiden , 5 Bezet , 93 Offline
wo 16 okt 2019 18:45:02 CEST , 15 Beschikbaar , 8 Bellers , 6 Chatters , 1 Beiden , 5 Bezet , 88 Offline
wo 16 okt 2019 19:00:01 CEST , 18 Beschikbaar , 7 Bellers , 8 Chatters , 3 Beiden , 3 Bezet , 87 Offline
wo 16 okt 2019 19:15:02 CEST , 16 Beschikbaar , 7 Bellers , 6 Chatters , 3 Beiden , 4 Bezet , 88 Offline
wo 16 okt 2019 19:30:01 CEST , 13 Beschikbaar , 5 Bellers , 7 Chatters , 1 Beiden , 6 Bezet , 89 Offline
wo 16 okt 2019 19:45:02 CEST , 12 Beschikbaar , 6 Bellers , 3 Chatters , 3 Beiden , 5 Bezet , 91 Offline
wo 16 okt 2019 20:00:02 CEST , 15 Beschikbaar , 6 Bellers , 4 Chatters , 5 Beiden , 4 Bezet , 89 Offline
wo 16 okt 2019 20:15:01 CEST , 14 Beschikbaar , 6 Bellers , 4 Chatters , 4 Beiden , 5 Bezet , 89 Offline
wo 16 okt 2019 20:30:02 CEST , 12 Beschikbaar , 4 Bellers , 3 Chatters , 5 Beiden , 7 Bezet , 89 Offline
wo 16 okt 2019 20:45:01 CEST , 12 Beschikbaar , 4 Bellers , 5 Chatters , 3 Beiden , 9 Bezet , 87 Offline
wo 16 okt 2019 21:00:02 CEST , 14 Beschikbaar , 4 Bellers , 8 Chatters , 2 Beiden , 6 Bezet , 88 Offline
wo 16 okt 2019 21:15:01 CEST , 14 Beschikbaar , 3 Bellers , 7 Chatters , 4 Beiden , 9 Bezet , 85 Offline
wo 16 okt 2019 21:30:02 CEST , 9 Beschikbaar , 3 Bellers , 5 Chatters , 1 Beiden , 10 Bezet , 89 Offline
wo 16 okt 2019 21:45:01 CEST , 10 Beschikbaar , 1 Bellers , 5 Chatters , 4 Beiden , 8 Bezet , 90 Offline
wo 16 okt 2019 22:00:02 CEST , 10 Beschikbaar , 3 Bellers , 4 Chatters , 3 Beiden , 6 Bezet , 92 Offline
wo 16 okt 2019 22:15:01 CEST , 8 Beschikbaar , 2 Bellers , 5 Chatters , 1 Beiden , 7 Bezet , 93 Offline
wo 16 okt 2019 22:30:02 CEST , 10 Beschikbaar , 3 Bellers , 3 Chatters , 4 Beiden , 3 Bezet , 95 Offline
wo 16 okt 2019 22:45:01 CEST , 4 Beschikbaar , 1 Bellers , 1 Chatters , 2 Beiden , 6 Bezet , 98 Offline
wo 16 okt 2019 23:00:02 CEST , 3 Beschikbaar , 0 Bellers , 2 Chatters , 1 Beiden , 7 Bezet , 98 Offline
wo 16 okt 2019 23:15:01 CEST , 6 Beschikbaar , 1 Bellers , 4 Chatters , 1 Beiden , 5 Bezet , 97 Offline
wo 16 okt 2019 23:30:02 CEST , 5 Beschikbaar , 1 Bellers , 3 Chatters , 1 Beiden , 3 Bezet , 100 Offline
wo 16 okt 2019 23:45:02 CEST , 6 Beschikbaar , 1 Bellers , 4 Chatters , 1 Beiden , 0 Bezet , 102 Offline
do 17 okt 2019 0:00:02 CEST , 6 Beschikbaar , 1 Bellers , 4 Chatters , 1 Beiden , 0 Bezet , 102 Offline
do 17 okt 2019 0:15:01 CEST , 3 Beschikbaar , 0 Bellers , 3 Chatters , 0 Beiden , 0 Bezet , 105 Offline
do 17 okt 2019 0:30:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 1 Bezet , 105 Offline
do 17 okt 2019 0:45:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 1:00:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 1:15:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 1:30:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 1:45:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 2:00:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 2:15:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 108 Offline
do 17 okt 2019 2:30:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 108 Offline
do 17 okt 2019 2:45:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 108 Offline
do 17 okt 2019 3:00:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 108 Offline
do 17 okt 2019 3:15:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 108 Offline
do 17 okt 2019 3:30:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 3:45:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 4:00:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 4:15:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 4:30:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 4:45:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 0 Bezet , 106 Offline
do 17 okt 2019 5:00:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 5:15:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 5:30:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 5:45:02 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 6:00:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 107 Offline
do 17 okt 2019 6:15:02 CEST , 3 Beschikbaar , 0 Bellers , 2 Chatters , 1 Beiden , 1 Bezet , 104 Offline
do 17 okt 2019 6:30:01 CEST , 4 Beschikbaar , 0 Bellers , 3 Chatters , 1 Beiden , 0 Bezet , 104 Offline
do 17 okt 2019 6:45:02 CEST , 4 Beschikbaar , 0 Bellers , 3 Chatters , 1 Beiden , 0 Bezet , 104 Offline
do 17 okt 2019 7:00:01 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 1 Bezet , 105 Offline
do 17 okt 2019 7:15:02 CEST , 3 Beschikbaar , 0 Bellers , 2 Chatters , 1 Beiden , 1 Bezet , 104 Offline
do 17 okt 2019 7:30:01 CEST , 4 Beschikbaar , 1 Bellers , 2 Chatters , 1 Beiden , 2 Bezet , 102 Offline
do 17 okt 2019 7:45:02 CEST , 5 Beschikbaar , 1 Bellers , 3 Chatters , 1 Beiden , 1 Bezet , 102 Offline
do 17 okt 2019 8:00:01 CEST , 3 Beschikbaar , 1 Bellers , 1 Chatters , 1 Beiden , 5 Bezet , 100 Offline
do 17 okt 2019 8:15:02 CEST , 4 Beschikbaar , 0 Bellers , 3 Chatters , 1 Beiden , 2 Bezet , 102 Offline
do 17 okt 2019 8:30:01 CEST , 5 Beschikbaar , 0 Bellers , 3 Chatters , 2 Beiden , 1 Bezet , 102 Offline
do 17 okt 2019 8:45:02 CEST , 4 Beschikbaar , 0 Bellers , 2 Chatters , 2 Beiden , 2 Bezet , 102 Offline
do 17 okt 2019 9:00:02 CEST , 3 Beschikbaar , 0 Bellers , 1 Chatters , 2 Beiden , 2 Bezet , 103 Offline
do 17 okt 2019 9:15:01 CEST , 8 Beschikbaar , 1 Bellers , 5 Chatters , 2 Beiden , 1 Bezet , 99 Offline
do 17 okt 2019 9:30:02 CEST , 9 Beschikbaar , 2 Bellers , 4 Chatters , 3 Beiden , 1 Bezet , 98 Offline
do 17 okt 2019 9:45:02 CEST , 12 Beschikbaar , 3 Bellers , 6 Chatters , 3 Beiden , 2 Bezet , 94 Offline
do 17 okt 2019 10:00:02 CEST , 12 Beschikbaar , 2 Bellers , 6 Chatters , 4 Beiden , 4 Bezet , 92 Offline
do 17 okt 2019 10:15:02 CEST , 14 Beschikbaar , 2 Bellers , 7 Chatters , 5 Beiden , 4 Bezet , 90 Offline
do 17 okt 2019 10:30:02 CEST , 13 Beschikbaar , 1 Bellers , 8 Chatters , 4 Beiden , 5 Bezet , 90 Offline
do 17 okt 2019 10:45:02 CEST , 12 Beschikbaar , 2 Bellers , 6 Chatters , 4 Beiden , 6 Bezet , 90 Offline
do 17 okt 2019 11:00:02 CEST , 13 Beschikbaar , 2 Bellers , 6 Chatters , 5 Beiden , 6 Bezet , 89 Offline
do 17 okt 2019 11:15:06 CEST , 14 Beschikbaar , 4 Bellers , 7 Chatters , 3 Beiden , 4 Bezet , 90 Offline
do 17 okt 2019 11:30:02 CEST , 11 Beschikbaar , 3 Bellers , 6 Chatters , 2 Beiden , 7 Bezet , 90 Offline
do 17 okt 2019 11:45:02 CEST , 13 Beschikbaar , 4 Bellers , 6 Chatters , 3 Beiden , 4 Bezet , 91 Offline
do 17 okt 2019 12:00:01 CEST , 13 Beschikbaar , 5 Bellers , 5 Chatters , 3 Beiden , 1 Bezet , 94 Offline
do 17 okt 2019 12:15:02 CEST , 12 Beschikbaar , 4 Bellers , 5 Chatters , 3 Beiden , 1 Bezet , 95 Offline
do 17 okt 2019 12:30:02 CEST , 11 Beschikbaar , 4 Bellers , 5 Chatters , 2 Beiden , 2 Bezet , 95 Offline
do 17 okt 2019 12:45:02 CEST , 9 Beschikbaar , 5 Bellers , 4 Chatters , 0 Beiden , 5 Bezet , 94 Offline
do 17 okt 2019 13:00:01 CEST , 8 Beschikbaar , 4 Bellers , 3 Chatters , 1 Beiden , 4 Bezet , 96 Offline
do 17 okt 2019 13:15:02 CEST , 7 Beschikbaar , 2 Bellers , 4 Chatters , 1 Beiden , 3 Bezet , 98 Offline
do 17 okt 2019 13:30:02 CEST , 9 Beschikbaar , 2 Bellers , 4 Chatters , 3 Beiden , 5 Bezet , 94 Offline
do 17 okt 2019 13:45:02 CEST , 10 Beschikbaar , 4 Bellers , 4 Chatters , 2 Beiden , 2 Bezet , 96 Offline
do 17 okt 2019 14:00:03 CEST , 4 Beschikbaar , 3 Bellers , 1 Chatters , 0 Beiden , 8 Bezet , 96 Offline
do 17 okt 2019 14:15:01 CEST , 9 Beschikbaar , 3 Bellers , 3 Chatters , 3 Beiden , 6 Bezet , 93 Offline
do 17 okt 2019 14:30:02 CEST , 9 Beschikbaar , 3 Bellers , 5 Chatters , 1 Beiden , 5 Bezet , 94 Offline
do 17 okt 2019 14:45:02 CEST , 11 Beschikbaar , 5 Bellers , 5 Chatters , 1 Beiden , 3 Bezet , 94 Offline
do 17 okt 2019 15:00:02 CEST , 10 Beschikbaar , 4 Bellers , 4 Chatters , 2 Beiden , 4 Bezet , 94 Offline
do 17 okt 2019 15:15:06 CEST , 15 Beschikbaar , 6 Bellers , 6 Chatters , 3 Beiden , 1 Bezet , 92 Offline
do 17 okt 2019 15:30:01 CEST , 14 Beschikbaar , 6 Bellers , 5 Chatters , 3 Beiden , 3 Bezet , 91 Offline
do 17 okt 2019 15:45:02 CEST , 15 Beschikbaar , 5 Bellers , 7 Chatters , 3 Beiden , 4 Bezet , 89 Offline
do 17 okt 2019 16:00:02 CEST , 17 Beschikbaar , 5 Bellers , 8 Chatters , 4 Beiden , 4 Bezet , 87 Offline
do 17 okt 2019 16:15:01 CEST , 18 Beschikbaar , 5 Bellers , 10 Chatters , 3 Beiden , 3 Bezet , 87 Offline
do 17 okt 2019 16:30:02 CEST , 19 Beschikbaar , 7 Bellers , 8 Chatters , 4 Beiden , 1 Bezet , 88 Offline
do 17 okt 2019 16:45:01 CEST , 18 Beschikbaar , 8 Bellers , 6 Chatters , 4 Beiden , 4 Bezet , 86 Offline
do 17 okt 2019 17:00:02 CEST , 22 Beschikbaar , 7 Bellers , 10 Chatters , 5 Beiden , 2 Bezet , 83 Offline
do 17 okt 2019 17:15:01 CEST , 19 Beschikbaar , 7 Bellers , 7 Chatters , 5 Beiden , 4 Bezet , 84 Offline
do 17 okt 2019 17:30:02 CEST , 18 Beschikbaar , 6 Bellers , 7 Chatters , 5 Beiden , 3 Bezet , 86 Offline
do 17 okt 2019 17:45:01 CEST , 17 Beschikbaar , 6 Bellers , 5 Chatters , 6 Beiden , 2 Bezet , 88 Offline
do 17 okt 2019 18:00:02 CEST , 12 Beschikbaar , 6 Bellers , 3 Chatters , 3 Beiden , 6 Bezet , 89 Offline
do 17 okt 2019 18:15:01 CEST , 11 Beschikbaar , 4 Bellers , 4 Chatters , 3 Beiden , 4 Bezet , 92 Offline
do 17 okt 2019 18:30:02 CEST , 11 Beschikbaar , 4 Bellers , 4 Chatters , 3 Beiden , 2 Bezet , 94 Offline
do 17 okt 2019 18:45:01 CEST , 11 Beschikbaar , 4 Bellers , 2 Chatters , 5 Beiden , 3 Bezet , 93 Offline
do 17 okt 2019 19:00:02 CEST , 13 Beschikbaar , 5 Bellers , 3 Chatters , 5 Beiden , 2 Bezet , 92 Offline
do 17 okt 2019 19:15:01 CEST , 10 Beschikbaar , 4 Bellers , 3 Chatters , 3 Beiden , 4 Bezet , 93 Offline
do 17 okt 2019 19:30:02 CEST , 14 Beschikbaar , 4 Bellers , 4 Chatters , 6 Beiden , 3 Bezet , 90 Offline
do 17 okt 2019 19:45:02 CEST , 13 Beschikbaar , 5 Bellers , 2 Chatters , 6 Beiden , 7 Bezet , 87 Offline
do 17 okt 2019 20:00:01 CEST , 14 Beschikbaar , 4 Bellers , 5 Chatters , 5 Beiden , 8 Bezet , 85 Offline
do 17 okt 2019 20:15:02 CEST , 18 Beschikbaar , 4 Bellers , 6 Chatters , 8 Beiden , 5 Bezet , 84 Offline
do 17 okt 2019 20:30:01 CEST , 20 Beschikbaar , 5 Bellers , 5 Chatters , 10 Beiden , 4 Bezet , 83 Offline
do 17 okt 2019 20:45:02 CEST , 21 Beschikbaar , 5 Bellers , 8 Chatters , 8 Beiden , 4 Bezet , 82 Offline
do 17 okt 2019 21:00:01 CEST , 19 Beschikbaar , 6 Bellers , 7 Chatters , 6 Beiden , 7 Bezet , 81 Offline
do 17 okt 2019 21:15:02 CEST , 18 Beschikbaar , 6 Bellers , 6 Chatters , 6 Beiden , 8 Bezet , 81 Offline
do 17 okt 2019 21:30:02 CEST , 17 Beschikbaar , 6 Bellers , 6 Chatters , 5 Beiden , 8 Bezet , 82 Offline
do 17 okt 2019 21:45:01 CEST , 13 Beschikbaar , 5 Bellers , 4 Chatters , 4 Beiden , 12 Bezet , 82 Offline
do 17 okt 2019 22:00:02 CEST , 10 Beschikbaar , 4 Bellers , 2 Chatters , 4 Beiden , 13 Bezet , 84 Offline
do 17 okt 2019 22:15:01 CEST , 13 Beschikbaar , 4 Bellers , 5 Chatters , 4 Beiden , 8 Bezet , 86 Offline
do 17 okt 2019 22:30:02 CEST , 9 Beschikbaar , 3 Bellers , 3 Chatters , 3 Beiden , 10 Bezet , 88 Offline
do 17 okt 2019 22:45:01 CEST , 10 Beschikbaar , 3 Bellers , 5 Chatters , 2 Beiden , 6 Bezet , 91 Offline
do 17 okt 2019 23:00:02 CEST , 15 Beschikbaar , 2 Bellers , 8 Chatters , 5 Beiden , 2 Bezet , 90 Offline
do 17 okt 2019 23:15:02 CEST , 10 Beschikbaar , 2 Bellers , 6 Chatters , 2 Beiden , 6 Bezet , 91 Offline
do 17 okt 2019 23:30:01 CEST , 9 Beschikbaar , 2 Bellers , 7 Chatters , 0 Beiden , 7 Bezet , 91 Offline
do 17 okt 2019 23:45:01 CEST , 9 Beschikbaar , 1 Bellers , 6 Chatters , 2 Beiden , 5 Bezet , 93 Offline
vr 18 okt 2019 0:00:02 CEST , 8 Beschikbaar , 1 Bellers , 5 Chatters , 2 Beiden , 5 Bezet , 94 Offline
vr 18 okt 2019 0:15:01 CEST , 9 Beschikbaar , 1 Bellers , 6 Chatters , 2 Beiden , 3 Bezet , 96 Offline
vr 18 okt 2019 0:30:02 CEST , 5 Beschikbaar , 0 Bellers , 4 Chatters , 1 Beiden , 3 Bezet , 99 Offline
vr 18 okt 2019 0:45:01 CEST , 5 Beschikbaar , 0 Bellers , 4 Chatters , 1 Beiden , 1 Bezet , 101 Offline
vr 18 okt 2019 1:00:02 CEST , 3 Beschikbaar , 0 Bellers , 2 Chatters , 1 Beiden , 0 Bezet , 104 Offline
vr 18 okt 2019 1:15:02 CEST , 2 Beschikbaar , 0 Bellers , 1 Chatters , 1 Beiden , 0 Bezet , 105 Offline
vr 18 okt 2019 1:30:01 CEST , 2 Beschikbaar , 0 Bellers , 1 Chatters , 1 Beiden , 0 Bezet , 105 Offline
vr 18 okt 2019 1:45:01 CEST , 1 Beschikbaar , 0 Bellers , 0 Chatters , 1 Beiden , 0 Bezet , 106 Offline
vr 18 okt 2019 2:00:02 CEST , 1 Beschikbaar , 0 Bellers , 0 Chatters , 1 Beiden , 0 Bezet , 106 Offline
vr 18 okt 2019 2:15:01 CEST , 1 Beschikbaar , 0 Bellers , 0 Chatters , 1 Beiden , 0 Bezet , 106 Offline
vr 18 okt 2019 2:30:02 CEST , 1 Beschikbaar , 0 Bellers , 0 Chatters , 1 Beiden , 0 Bezet , 106 Offline
vr 18 okt 2019 2:45:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 3:00:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 3:15:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 3:30:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 3:45:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 4:00:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 4:15:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 4:30:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 4:45:01 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 5:00:02 CEST , 0 Beschikbaar , 0 Bellers , 0 Chatters , 0 Beiden , 0 Bezet , 107 Offline
vr 18 okt 2019 5:15:01 CEST , 1 Beschikbaar , 0 Bellers , 1 Chatters , 0 Beiden , 0 Bezet , 106 Offline
vr 18 okt 2019 5:30:02 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 0 Bezet , 105 Offline
vr 18 okt 2019 5:45:01 CEST , 2 Beschikbaar , 0 Bellers , 2 Chatters , 0 Beiden , 0 Bezet , 105 Offline
